adjusted points,att bps,cost,def bps,event id,ga,gd,gf,home,mins,opponent,pas bps,player id,player name,points,position id,round,season,team id
7.0,0.0,,0.0,336.0,,,,0.0,90.0,HOU,0.0,192.0,Bradford Jamieson IV,7.0,4.0,30.0,2017.0,
6.0,0.0,,0.0,347.0,,,,1.0,75.0,RSL,0.0,192.0,Bradford Jamieson IV,6.0,4.0,30.0,2017.0,
7.0,0.0,,4.0,336.0,,,,0.0,90.0,HOU,1.0,196.0,Gyasi Zardes,7.0,4.0,30.0,2017.0,
10.0,2.0,,1.0,336.0,,,,0.0,90.0,HOU,0.0,197.0,Romain Alessandrini,10.0,3.0,30.0,2017.0,
3.0,2.0,,0.0,347.0,,,,1.0,90.0,RSL,0.0,197.0,Romain Alessandrini,3.0,3.0,30.0,2017.0,
0.0,0.0,,1.0,338.0,,,,0.0,90.0,ORL,0.0,198.0,Cody Cropper,0.0,1.0,30.0,2017.0,
8.0,0.0,,1.0,348.0,,,,1.0,90.0,ATL,0.0,199.0,Brad Knighton,8.0,1.0,30.0,2017.0,
4.0,0.0,,3.0,346.0,,,,0.0,90.0,HOU,0.0,200.0,Bobby Shuttleworth,4.0,1.0,30.0,2017.0,
9.0,0.0,,1.0,348.0,,,,1.0,90.0,ATL,1.0,202.0,Andrew Farrell,9.0,2.0,30.0,2017.0,
0.0,0.0,,0.0,338.0,,,,0.0,45.0,ORL,0.0,204.0,Chris Tierney,0.0,2.0,30.0,2017.0,
7.0,0.0,,0.0,348.0,,,,1.0,75.0,ATL,0.0,204.0,Chris Tierney,7.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,338.0,,,,0.0,74.0,ORL,0.0,205.0,Je-Vaughn Watson,1.0,2.0,30.0,2017.0,
0.0,0.0,,1.0,338.0,,,,0.0,90.0,ORL,0.0,207.0,Benjamin Angoua,0.0,2.0,30.0,2017.0,
0.0,0.0,,2.0,338.0,,,,0.0,90.0,ORL,0.0,208.0,Antonio Mlinar Delamea,0.0,2.0,30.0,2017.0,
10.0,0.0,,2.0,348.0,,,,1.0,90.0,ATL,1.0,208.0,Antonio Mlinar Delamea,10.0,2.0,30.0,2017.0,
4.0,1.0,,1.0,338.0,,,,0.0,90.0,ORL,0.0,209.0,Teal Bunbury,4.0,3.0,30.0,2017.0,
0.0,0.0,,0.0,338.0,,,,0.0,53.0,ORL,0.0,210.0,Scott Caldwell,0.0,3.0,30.0,2017.0,
5.0,0.0,,1.0,348.0,,,,1.0,90.0,ATL,1.0,210.0,Scott Caldwell,5.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,348.0,,,,1.0,65.0,ATL,0.0,211.0,Diego Fagundez,3.0,3.0,30.0,2017.0,
8.0,1.0,,0.0,338.0,,,,0.0,90.0,ORL,1.0,215.0,Lee Nguyen,8.0,3.0,30.0,2017.0,
4.0,1.0,,0.0,348.0,,,,1.0,90.0,ATL,0.0,215.0,Lee Nguyen,4.0,3.0,30.0,2017.0,
3.0,0.0,,1.0,348.0,,,,1.0,90.0,ATL,0.0,217.0,Juan Agudelo,3.0,4.0,30.0,2017.0,
3.0,1.0,,0.0,338.0,,,,0.0,90.0,ORL,0.0,218.0,Kei Kamara,3.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,348.0,,,,1.0,90.0,ATL,0.0,218.0,Kei Kamara,2.0,4.0,30.0,2017.0,
9.0,0.0,,2.0,332.0,,,,0.0,90.0,MTL,0.0,221.0,Sean Johnson,9.0,1.0,30.0,2017.0,
3.0,0.0,,1.0,344.0,,,,0.0,90.0,CHI,0.0,221.0,Sean Johnson,3.0,1.0,30.0,2017.0,
9.0,0.0,,3.0,332.0,,,,0.0,90.0,MTL,0.0,224.0,Frederic Brillant,9.0,2.0,30.0,2017.0,
3.0,0.0,,1.0,344.0,,,,0.0,90.0,CHI,0.0,224.0,Frederic Brillant,3.0,2.0,30.0,2017.0,
7.0,0.0,,0.0,332.0,,,,0.0,81.0,MTL,0.0,227.0,Ronald Matarrita,7.0,2.0,30.0,2017.0,
9.0,0.0,,2.0,332.0,,,,0.0,90.0,MTL,1.0,229.0,Alexander Callens,9.0,2.0,30.0,2017.0,
3.0,0.0,,0.0,344.0,,,,0.0,90.0,CHI,1.0,229.0,Alexander Callens,3.0,2.0,30.0,2017.0,
9.0,1.0,,0.0,332.0,,,,0.0,69.0,MTL,0.0,232.0,Jack Harrison,9.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,344.0,,,,0.0,75.0,CHI,0.0,232.0,Jack Harrison,2.0,3.0,30.0,2017.0,
4.0,0.0,,0.0,332.0,,,,0.0,90.0,MTL,1.0,234.0,Thomas McNamara,4.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,344.0,,,,0.0,60.0,CHI,0.0,234.0,Thomas McNamara,2.0,3.0,30.0,2017.0,
6.0,2.0,,1.0,332.0,,,,0.0,90.0,MTL,1.0,238.0,Khiry Shelton,6.0,4.0,30.0,2017.0,
8.0,1.0,,0.0,344.0,,,,0.0,90.0,CHI,0.0,239.0,David Villa,8.0,4.0,30.0,2017.0,
5.0,0.0,,3.0,332.0,,,,0.0,90.0,MTL,0.0,240.0,Alexander Ring,5.0,3.0,30.0,2017.0,
6.0,0.0,,2.0,344.0,,,,0.0,90.0,CHI,2.0,240.0,Alexander Ring,6.0,3.0,30.0,2017.0,
2.0,0.0,,1.0,337.0,,,,1.0,90.0,DC,0.0,242.0,Luis Robles,2.0,1.0,30.0,2017.0,
0.0,0.0,,1.0,343.0,,,,0.0,90.0,TOR,0.0,242.0,Luis Robles,0.0,1.0,30.0,2017.0,
12.0,0.0,,0.0,337.0,,,,1.0,90.0,DC,0.0,245.0,Tyler Adams,12.0,3.0,30.0,2017.0,
7.0,1.0,,1.0,343.0,,,,0.0,90.0,TOR,0.0,245.0,Tyler Adams,7.0,3.0,30.0,2017.0,
4.0,0.0,,0.0,337.0,,,,1.0,74.0,DC,0.0,249.0,Connor Lade,4.0,2.0,30.0,2017.0,
3.0,0.0,,2.0,343.0,,,,0.0,83.0,TOR,0.0,249.0,Connor Lade,3.0,2.0,30.0,2017.0,
3.0,0.0,,2.0,337.0,,,,1.0,90.0,DC,0.0,250.0,Kemar Lawrence,3.0,2.0,30.0,2017.0,
2.0,0.0,,2.0,343.0,,,,0.0,90.0,TOR,0.0,251.0,Sal Zizzo,2.0,2.0,30.0,2017.0,
1.0,0.0,,1.0,337.0,,,,1.0,90.0,DC,0.0,252.0,Damien Perrinelle,1.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,337.0,,,,1.0,57.0,DC,0.0,253.0,Sean Davis,1.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,343.0,,,,0.0,63.0,TOR,1.0,253.0,Sean Davis,3.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,343.0,,,,0.0,58.0,TOR,0.0,254.0,Derrick Etienne,1.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,337.0,,,,1.0,90.0,DC,1.0,255.0,Felipe Martins,4.0,3.0,30.0,2017.0,
3.0,0.0,,1.0,343.0,,,,0.0,90.0,TOR,0.0,255.0,Felipe Martins,3.0,3.0,30.0,2017.0,
6.0,2.0,,0.0,337.0,,,,1.0,90.0,DC,0.0,257.0,Sacha Kljestan,6.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,337.0,,,,1.0,57.0,DC,0.0,260.0,Alex Muyl,1.0,3.0,30.0,2017.0,
11.0,0.0,,1.0,343.0,,,,0.0,90.0,TOR,0.0,261.0,Daniel Royer,11.0,3.0,30.0,2017.0,
10.0,3.0,,0.0,343.0,,,,0.0,90.0,TOR,0.0,264.0,Gonzalo Veron,10.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,337.0,,,,1.0,90.0,DC,0.0,265.0,Bradley Wright-Phillips,2.0,4.0,30.0,2017.0,
4.0,0.0,,2.0,338.0,,,,1.0,90.0,NE,0.0,267.0,Joe Bendik,4.0,1.0,30.0,2017.0,
9.0,0.0,,2.0,341.0,,,,1.0,90.0,DAL,0.0,267.0,Joe Bendik,9.0,1.0,30.0,2017.0,
8.0,0.0,,0.0,338.0,,,,1.0,90.0,NE,1.0,275.0,Seb Hines,8.0,2.0,30.0,2017.0,
8.0,0.0,,1.0,341.0,,,,1.0,90.0,DAL,0.0,275.0,Seb Hines,8.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,338.0,,,,1.0,90.0,NE,0.0,280.0,Donny Toia,2.0,2.0,30.0,2017.0,
7.0,0.0,,0.0,341.0,,,,1.0,90.0,DAL,0.0,280.0,Donny Toia,7.0,2.0,30.0,2017.0,
9.0,0.0,,2.0,341.0,,,,1.0,90.0,DAL,0.0,281.0,Jonathan Spector,9.0,2.0,30.0,2017.0,
4.0,0.0,,1.0,338.0,,,,1.0,90.0,NE,1.0,282.0,Servando Carrasco,4.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,341.0,,,,1.0,54.0,DAL,0.0,282.0,Servando Carrasco,1.0,3.0,30.0,2017.0,
13.0,2.0,,0.0,338.0,,,,1.0,79.0,NE,0.0,286.0,Kaka,13.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,341.0,,,,1.0,90.0,DAL,0.0,286.0,Kaka,3.0,3.0,30.0,2017.0,
8.0,1.0,,0.0,338.0,,,,1.0,90.0,NE,0.0,288.0,Antonio Nocerino,8.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,341.0,,,,1.0,66.0,DAL,0.0,288.0,Antonio Nocerino,3.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,342.0,,,,0.0,59.0,SKC,0.0,292.0,Brek Shea,1.0,3.0,30.0,2017.0,
4.0,0.0,,3.0,334.0,,,,0.0,90.0,ATL,0.0,296.0,Andre Blake,4.0,1.0,30.0,2017.0,
9.0,0.0,,2.0,349.0,,,,1.0,90.0,SEA,0.0,296.0,Andre Blake,9.0,1.0,30.0,2017.0,
2.0,0.0,,1.0,334.0,,,,0.0,90.0,ATL,0.0,298.0,Fabio Alves,2.0,2.0,30.0,2017.0,
10.0,0.0,,3.0,349.0,,,,1.0,90.0,SEA,0.0,298.0,Fabio Alves,10.0,2.0,30.0,2017.0,
9.0,0.0,,2.0,349.0,,,,1.0,90.0,SEA,0.0,299.0,Raymon Gaddis,9.0,2.0,30.0,2017.0,
8.0,0.0,,1.0,349.0,,,,1.0,90.0,SEA,0.0,300.0,Richie Marquez,8.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,334.0,,,,0.0,77.0,ATL,0.0,301.0,Keegan Rosenberry,1.0,2.0,30.0,2017.0,
4.0,0.0,,2.0,334.0,,,,0.0,90.0,ATL,0.0,308.0,Alejandro Bedoya,4.0,3.0,30.0,2017.0,
6.0,0.0,,2.0,349.0,,,,1.0,90.0,SEA,1.0,308.0,Alejandro Bedoya,6.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,334.0,,,,0.0,69.0,ATL,0.0,310.0,Warren Creavalle,2.0,3.0,30.0,2017.0,
7.0,1.0,,0.0,349.0,,,,1.0,70.0,SEA,1.0,313.0,Ilson Pereira Dias Junior,7.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,334.0,,,,0.0,69.0,ATL,0.0,314.0,Chris Pontius,2.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,334.0,,,,0.0,90.0,ATL,0.0,317.0,CJ Sapong,2.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,349.0,,,,1.0,90.0,SEA,0.0,317.0,CJ Sapong,2.0,4.0,30.0,2017.0,
4.0,0.0,,2.0,334.0,,,,0.0,90.0,ATL,1.0,319.0,Oguchi Onyewu,4.0,2.0,30.0,2017.0,
4.0,0.0,,3.0,350.0,,,,0.0,90.0,SJ,0.0,320.0,Jeff Attinella,4.0,1.0,30.0,2017.0,
0.0,0.0,,0.0,350.0,,,,0.0,53.0,SJ,0.0,326.0,Roy Miller,-1.0,2.0,30.0,2017.0,
3.0,0.0,,2.0,350.0,,,,0.0,90.0,SJ,0.0,330.0,Liam Ridgewell,3.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,350.0,,,,0.0,75.0,SJ,0.0,331.0,Zarek Valentin,1.0,2.0,30.0,2017.0,
2.0,0.0,,1.0,350.0,,,,0.0,53.0,SJ,0.0,334.0,Dairon Asprilla,2.0,3.0,30.0,2017.0,
5.0,0.0,,2.0,350.0,,,,0.0,90.0,SJ,1.0,336.0,Diego Chara,5.0,3.0,30.0,2017.0,
7.0,0.0,,1.0,350.0,,,,0.0,90.0,SJ,1.0,337.0,Darlington Nagbe,7.0,3.0,30.0,2017.0,
3.0,1.0,,0.0,350.0,,,,0.0,90.0,SJ,0.0,338.0,Diego Valeri,3.0,3.0,30.0,2017.0,
4.0,2.0,,0.0,350.0,,,,0.0,90.0,SJ,0.0,343.0,Darren Mattocks,4.0,4.0,30.0,2017.0,
4.0,0.0,,2.0,347.0,,,,0.0,90.0,LA,0.0,347.0,Nick Rimando,4.0,1.0,30.0,2017.0,
4.0,0.0,,2.0,347.0,,,,0.0,90.0,LA,0.0,349.0,Tony Beltran,4.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,347.0,,,,0.0,90.0,LA,0.0,350.0,Justen Glad,2.0,2.0,30.0,2017.0,
4.0,0.0,,0.0,347.0,,,,0.0,72.0,LA,0.0,355.0,David Horst,4.0,2.0,30.0,2017.0,
4.0,0.0,,2.0,347.0,,,,0.0,90.0,LA,0.0,356.0,Danilo Acosta,4.0,3.0,30.0,2017.0,
10.0,0.0,,2.0,347.0,,,,0.0,90.0,LA,1.0,358.0,Kyle Beckerman,10.0,3.0,30.0,2017.0,
4.0,2.0,,0.0,347.0,,,,0.0,90.0,LA,0.0,362.0,Albert Rusnak,4.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,347.0,,,,0.0,65.0,LA,0.0,364.0,Luis Silva,2.0,3.0,30.0,2017.0,
4.0,2.0,,0.0,347.0,,,,0.0,90.0,LA,0.0,366.0,Joao Plata,4.0,4.0,30.0,2017.0,
3.0,0.0,,3.0,339.0,,,,1.0,90.0,CHI,0.0,371.0,Andrew Tarbell,3.0,1.0,30.0,2017.0,
4.0,0.0,,2.0,350.0,,,,1.0,90.0,POR,0.0,371.0,Andrew Tarbell,4.0,1.0,30.0,2017.0,
7.0,0.0,,6.0,350.0,,,,1.0,90.0,POR,0.0,372.0,Victor Bernardez,7.0,2.0,30.0,2017.0,
3.0,0.0,,1.0,332.0,,,,1.0,90.0,NYC,0.0,374.0,Shaun Francis,3.0,2.0,30.0,2017.0,
2.0,0.0,,1.0,339.0,,,,1.0,63.0,CHI,0.0,376.0,Nick Lima,2.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,350.0,,,,1.0,90.0,POR,0.0,378.0,Kofi Sarkodie,2.0,2.0,30.0,2017.0,
5.0,0.0,,2.0,350.0,,,,1.0,90.0,POR,1.0,382.0,Darwin Ceren,5.0,3.0,30.0,2017.0,
3.0,0.0,,1.0,339.0,,,,1.0,90.0,CHI,1.0,384.0,Anibal Godoy,3.0,3.0,30.0,2017.0,
5.0,0.0,,2.0,350.0,,,,1.0,90.0,POR,1.0,384.0,Anibal Godoy,5.0,3.0,30.0,2017.0,
3.0,1.0,,0.0,339.0,,,,1.0,90.0,CHI,0.0,386.0,Shea Salinas,3.0,3.0,30.0,2017.0,
3.0,0.0,,1.0,350.0,,,,1.0,90.0,POR,0.0,386.0,Shea Salinas,3.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,339.0,,,,1.0,76.0,CHI,1.0,388.0,Tommy Thompson,4.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,339.0,,,,1.0,90.0,CHI,2.0,389.0,Jackson Yueill,3.0,3.0,30.0,2017.0,
8.0,1.0,,0.0,339.0,,,,1.0,90.0,CHI,0.0,391.0,Chris Wondolowski,8.0,4.0,30.0,2017.0,
5.0,0.0,,0.0,350.0,,,,1.0,90.0,POR,0.0,391.0,Chris Wondolowski,5.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,339.0,,,,1.0,71.0,CHI,0.0,392.0,Marcos Urena,2.0,4.0,30.0,2017.0,
8.0,0.0,,1.0,333.0,,,,1.0,90.0,VAN,0.0,393.0,Stefan Frei,8.0,1.0,30.0,2017.0,
3.0,0.0,,2.0,349.0,,,,0.0,90.0,PHI,0.0,393.0,Stefan Frei,3.0,1.0,30.0,2017.0,
6.0,0.0,,3.0,349.0,,,,0.0,90.0,PHI,2.0,396.0,Tony Alfaro,6.0,2.0,30.0,2017.0,
12.0,1.0,,1.0,333.0,,,,1.0,75.0,VAN,0.0,399.0,Joevin Jones,12.0,2.0,30.0,2017.0,
4.0,1.0,,1.0,349.0,,,,0.0,90.0,PHI,1.0,399.0,Joevin Jones,4.0,2.0,30.0,2017.0,
8.0,0.0,,1.0,333.0,,,,1.0,90.0,VAN,0.0,400.0,Chad Marshall,8.0,2.0,30.0,2017.0,
2.0,0.0,,1.0,349.0,,,,0.0,90.0,PHI,0.0,400.0,Chad Marshall,2.0,2.0,30.0,2017.0,
7.0,0.0,,0.0,333.0,,,,1.0,78.0,VAN,0.0,401.0,Roman Torres,7.0,2.0,30.0,2017.0,
2.0,0.0,,1.0,333.0,,,,1.0,45.0,VAN,0.0,402.0,Nouhou Tolo,2.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,349.0,,,,0.0,59.0,PHI,0.0,402.0,Nouhou Tolo,1.0,2.0,30.0,2017.0,
17.0,2.0,,0.0,333.0,,,,1.0,90.0,VAN,1.0,406.0,Nicolas Lodeiro,17.0,3.0,30.0,2017.0,
4.0,1.0,,1.0,349.0,,,,0.0,90.0,PHI,0.0,406.0,Nicolas Lodeiro,4.0,3.0,30.0,2017.0,
6.0,1.0,,2.0,333.0,,,,1.0,90.0,VAN,0.0,407.0,Cristian Roldan,6.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,349.0,,,,0.0,79.0,PHI,0.0,407.0,Cristian Roldan,2.0,3.0,30.0,2017.0,
3.0,1.0,,0.0,349.0,,,,0.0,90.0,PHI,0.0,411.0,Will Bruin,3.0,4.0,30.0,2017.0,
10.0,2.0,,0.0,333.0,,,,1.0,90.0,VAN,1.0,412.0,Clint Dempsey,10.0,4.0,30.0,2017.0,
5.0,0.0,,1.0,333.0,,,,1.0,90.0,VAN,1.0,415.0,Gustav Svensson,5.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,349.0,,,,0.0,90.0,PHI,1.0,415.0,Gustav Svensson,4.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,342.0,,,,1.0,90.0,VAN,0.0,417.0,Tim Melia,2.0,1.0,30.0,2017.0,
3.0,0.0,,1.0,342.0,,,,1.0,56.0,VAN,1.0,423.0,Jimmy Medranda,3.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,342.0,,,,1.0,90.0,VAN,0.0,424.0,Ike Opara,2.0,2.0,30.0,2017.0,
4.0,0.0,,0.0,342.0,,,,1.0,90.0,VAN,2.0,425.0,Erik Palmer-Brown,4.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,342.0,,,,1.0,90.0,VAN,0.0,427.0,Seth Sinovic,2.0,2.0,30.0,2017.0,
6.0,1.0,,2.0,342.0,,,,1.0,90.0,VAN,1.0,428.0,Roger Espinoza,6.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,342.0,,,,1.0,45.0,VAN,0.0,430.0,Gerso Fernandes,1.0,3.0,30.0,2017.0,
4.0,0.0,,0.0,342.0,,,,1.0,90.0,VAN,2.0,434.0,Ilie Sanchez,4.0,3.0,30.0,2017.0,
6.0,3.0,,0.0,342.0,,,,1.0,90.0,VAN,1.0,435.0,Graham Zusi,3.0,3.0,30.0,2017.0,
15.0,2.0,,0.0,338.0,,,,1.0,90.0,NE,0.0,437.0,Dom Dwyer,15.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,341.0,,,,1.0,90.0,DAL,0.0,437.0,Dom Dwyer,2.0,4.0,30.0,2017.0,
3.0,1.0,,0.0,342.0,,,,1.0,77.0,VAN,0.0,440.0,Diego Rubio,1.0,4.0,30.0,2017.0,
5.0,2.0,,0.0,342.0,,,,1.0,90.0,VAN,1.0,441.0,Daniel Salloi,5.0,4.0,30.0,2017.0,
2.0,0.0,,1.0,343.0,,,,1.0,90.0,NY,0.0,444.0,Alex Bono,2.0,1.0,30.0,2017.0,
3.0,0.0,,2.0,343.0,,,,1.0,90.0,NY,0.0,449.0,Drew Moor,3.0,2.0,30.0,2017.0,
20.0,1.0,,0.0,343.0,,,,1.0,90.0,NY,0.0,451.0,Justin Morrow,20.0,2.0,30.0,2017.0,
4.0,0.0,,3.0,343.0,,,,1.0,90.0,NY,0.0,452.0,Eriq Zavaleta,4.0,2.0,30.0,2017.0,
4.0,0.0,,2.0,343.0,,,,1.0,90.0,NY,0.0,453.0,Michael  Bradley,4.0,3.0,30.0,2017.0,
11.0,3.0,,3.0,343.0,,,,1.0,90.0,NY,0.0,457.0,Marky Delgado,11.0,3.0,30.0,2017.0,
7.0,3.0,,0.0,343.0,,,,1.0,90.0,NY,0.0,460.0,Jozy Altidore,7.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,343.0,,,,1.0,74.0,NY,0.0,464.0,Tosaint Ricketts,2.0,4.0,30.0,2017.0,
4.0,0.0,,3.0,343.0,,,,1.0,90.0,NY,0.0,465.0,Chris Mavinga,4.0,2.0,30.0,2017.0,
3.0,0.0,,2.0,333.0,,,,0.0,90.0,SEA,0.0,466.0,David Ousted,3.0,1.0,30.0,2017.0,
6.0,0.0,,0.0,342.0,,,,0.0,83.0,SKC,0.0,469.0,Alphonso Davies,6.0,2.0,30.0,2017.0,
8.0,1.0,,0.0,342.0,,,,0.0,90.0,SKC,0.0,470.0,Marcel de Jong,8.0,2.0,30.0,2017.0,
2.0,0.0,,1.0,333.0,,,,0.0,90.0,SEA,0.0,473.0,Jordan Harvey,2.0,2.0,30.0,2017.0,
10.0,0.0,,0.0,342.0,,,,0.0,90.0,SKC,0.0,473.0,Jordan Harvey,10.0,2.0,30.0,2017.0,
1.0,0.0,,0.0,333.0,,,,0.0,90.0,SEA,0.0,475.0,Tim Parker,1.0,2.0,30.0,2017.0,
8.0,0.0,,1.0,342.0,,,,0.0,90.0,SKC,0.0,475.0,Tim Parker,8.0,2.0,30.0,2017.0,
0.0,0.0,,0.0,333.0,,,,0.0,90.0,SEA,0.0,476.0,Sheanon Williams,0.0,2.0,30.0,2017.0,
3.0,0.0,,3.0,333.0,,,,0.0,90.0,SEA,0.0,478.0,Kendall Waston,3.0,2.0,30.0,2017.0,
11.0,0.0,,4.0,342.0,,,,0.0,90.0,SKC,0.0,478.0,Kendall Waston,11.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,333.0,,,,0.0,74.0,SEA,0.0,479.0,Christian Bolanos,2.0,3.0,30.0,2017.0,
8.0,0.0,,0.0,342.0,,,,0.0,90.0,SKC,0.0,482.0,Erik Hurtado,8.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,342.0,,,,0.0,67.0,SKC,0.0,486.0,Nicolas Mezquida,3.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,333.0,,,,0.0,90.0,SEA,1.0,488.0,Russell Teibert,4.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,333.0,,,,0.0,66.0,SEA,0.0,489.0,Yordy Reyna,1.0,3.0,30.0,2017.0,
4.0,2.0,,0.0,338.0,,,,1.0,70.0,NE,0.0,490.0,Giles Barnes,4.0,4.0,30.0,2017.0,
4.0,0.0,,2.0,341.0,,,,1.0,90.0,DAL,0.0,490.0,Giles Barnes,4.0,4.0,30.0,2017.0,
7.0,0.0,,0.0,348.0,,,,0.0,90.0,NE,0.0,499.0,Michael Parkhurst,7.0,2.0,30.0,2017.0,
13.0,0.0,,1.0,334.0,,,,1.0,90.0,PHI,2.0,501.0,Leandro Gonzalez Pirez,13.0,2.0,30.0,2017.0,
8.0,0.0,,2.0,348.0,,,,0.0,90.0,NE,0.0,501.0,Leandro Gonzalez Pirez,8.0,2.0,30.0,2017.0,
5.0,1.0,,0.0,334.0,,,,1.0,67.0,PHI,1.0,504.0,Yamil Asad,5.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,348.0,,,,0.0,63.0,NE,0.0,504.0,Yamil Asad,3.0,3.0,30.0,2017.0,
12.0,1.0,,0.0,334.0,,,,1.0,86.0,PHI,0.0,507.0,Julian Gressel,12.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,348.0,,,,0.0,90.0,NE,0.0,507.0,Julian Gressel,4.0,3.0,30.0,2017.0,
4.0,0.0,,1.0,334.0,,,,1.0,90.0,PHI,0.0,509.0,Kevin Kratz,4.0,3.0,30.0,2017.0,
5.0,0.0,,0.0,334.0,,,,1.0,90.0,PHI,2.0,510.0,Jeff Larentowicz,5.0,3.0,30.0,2017.0,
5.0,0.0,,2.0,348.0,,,,0.0,90.0,NE,0.0,510.0,Jeff Larentowicz,5.0,3.0,30.0,2017.0,
4.0,0.0,,0.0,334.0,,,,1.0,90.0,PHI,1.0,511.0,Chris McCann,4.0,3.0,30.0,2017.0,
3.0,0.0,,0.0,348.0,,,,0.0,90.0,NE,0.0,511.0,Chris McCann,3.0,3.0,30.0,2017.0,
8.0,3.0,,0.0,334.0,,,,1.0,90.0,PHI,0.0,516.0,Hector Villalba,8.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,348.0,,,,0.0,78.0,NE,0.0,516.0,Hector Villalba,2.0,4.0,30.0,2017.0,
7.0,0.0,,0.0,334.0,,,,1.0,90.0,PHI,0.0,518.0,Anton Walkes,7.0,2.0,30.0,2017.0,
10.0,1.0,,2.0,348.0,,,,0.0,90.0,NE,0.0,518.0,Anton Walkes,10.0,2.0,30.0,2017.0,
8.0,0.0,,4.0,346.0,,,,0.0,90.0,HOU,1.0,521.0,Francisco Calvo,8.0,2.0,30.0,2017.0,
3.0,0.0,,0.0,346.0,,,,0.0,70.0,HOU,1.0,528.0,Miguel Ibarra,3.0,3.0,30.0,2017.0,
6.0,0.0,,2.0,346.0,,,,0.0,90.0,HOU,2.0,529.0,Ibson Barreto da Silva,6.0,3.0,30.0,2017.0,
6.0,0.0,,2.0,346.0,,,,0.0,90.0,HOU,2.0,530.0,Collin Martin,6.0,3.0,30.0,2017.0,
1.0,0.0,,0.0,335.0,,,,0.0,69.0,DAL,0.0,531.0,Mohammed Saied,1.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,346.0,,,,0.0,70.0,HOU,0.0,535.0,Kevin Molino,2.0,3.0,30.0,2017.0,
2.0,0.0,,0.0,346.0,,,,0.0,90.0,HOU,0.0,539.0,Christian Ramirez,2.0,4.0,30.0,2017.0,
8.0,1.0,,0.0,350.0,,,,0.0,90.0,SJ,0.0,541.0,Sebastian Blanco,8.0,3.0,30.0,2017.0,
7.0,1.0,,0.0,334.0,,,,1.0,81.0,PHI,0.0,542.0,Josef Martinez,7.0,4.0,30.0,2017.0,
2.0,0.0,,0.0,348.0,,,,0.0,78.0,NE,0.0,542.0,Josef Martinez,2.0,4.0,30.0,2017.0,
5.0,3.0,,0.0,339.0,,,,1.0,90.0,CHI,0.0,543.0,Danny Hoesen,5.0,4.0,30.0,2017.0,
7.0,0.0,,0.0,350.0,,,,1.0,90.0,POR,0.0,543.0,Danny Hoesen,7.0,4.0,30.0,2017.0,
2.0,0.0,,2.0,339.0,,,,1.0,90.0,CHI,1.0,544.0,Florian Jungwirth,2.0,2.0,30.0,2017.0,
8.0,0.0,,5.0,350.0,,,,1.0,90.0,POR,1.0,544.0,Florian Jungwirth,8.0,2.0,30.0,2017.0,
2.0,0.0,,0.0,334.0,,,,0.0,90.0,ATL,0.0,545.0,Haris Medunjanin,2.0,3.0,30.0,2017.0,
