event_id,home,opp_adjusted_points,opp_aps,opp_ass,opp_att_bps,opp_att_points,opp_bc,opp_blk,opp_br,opp_cl,opp_crs,opp_def_bps,opp_def_points,opp_elg,opp_gls,opp_intc,opp_kp,opp_og,opp_oga,opp_pas_bps,opp_pcp,opp_pe,opp_pm,opp_ps,opp_pss,opp_rc,opp_sh,opp_sv,opp_tck,opp_total_bps,opp_wf,opp_yc,opponent,round,season,team,team_adjusted_points,team_aps,team_ass,team_att_bps,team_att_points,team_bc,team_blk,team_br,team_cl,team_crs,team_def_bps,team_def_points,team_elg,team_gls,team_intc,team_kp,team_og,team_oga,team_pas_bps,team_pcp,team_pe,team_pm,team_ps,team_pss,team_rc,team_sh,team_sv,team_tck,team_total_bps,team_wf,team_yc
1037595,0,33.0,367.0,0.0,3.0,3.0,0.0,2.0,79.0,9.0,2.0,9.0,6.0,0.0,0.0,10.0,7.0,0.0,0.0,3.0,0.7791932059447984,1.0,1.0,0.0,471.0,0.0,11.0,2.0,25.0,15.0,11.0,2.0,NE,2,2019,CLB,104.0,496.0,3.0,4.0,23.0,3.0,1.0,82.0,17.0,2.0,14.0,50.0,0.0,2.0,13.0,5.0,0.0,0.0,9.0,0.836424957841484,0.0,0.0,1.0,593.0,0.0,6.0,3.0,19.0,27.0,13.0,2.0
1037595,1,104.0,496.0,3.0,4.0,23.0,3.0,1.0,82.0,17.0,2.0,14.0,50.0,0.0,2.0,13.0,5.0,0.0,0.0,9.0,0.836424957841484,0.0,0.0,1.0,593.0,0.0,6.0,3.0,19.0,27.0,13.0,2.0,CLB,2,2019,NE,33.0,367.0,0.0,3.0,3.0,0.0,2.0,79.0,9.0,2.0,9.0,6.0,0.0,0.0,10.0,7.0,0.0,0.0,3.0,0.7791932059447984,1.0,1.0,0.0,471.0,0.0,11.0,2.0,25.0,15.0,11.0,2.0
1037596,0,78.0,457.0,0.0,7.0,7.0,0.0,3.0,61.0,15.0,6.0,12.0,47.0,0.0,0.0,12.0,18.0,0.0,0.0,1.0,0.8059964726631393,0.0,0.0,0.0,567.0,0.0,21.0,3.0,18.0,20.0,15.0,1.0,NYC,2,2019,DC,65.0,193.0,0.0,1.0,1.0,0.0,5.0,57.0,25.0,4.0,12.0,43.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.6724738675958188,0.0,0.0,0.0,287.0,0.0,7.0,6.0,20.0,13.0,19.0,2.0
1037596,1,65.0,193.0,0.0,1.0,1.0,0.0,5.0,57.0,25.0,4.0,12.0,43.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.6724738675958188,0.0,0.0,0.0,287.0,0.0,7.0,6.0,20.0,13.0,19.0,2.0,DC,2,2019,NYC,78.0,457.0,0.0,7.0,7.0,0.0,3.0,61.0,15.0,6.0,12.0,47.0,0.0,0.0,12.0,18.0,0.0,0.0,1.0,0.8059964726631393,0.0,0.0,0.0,567.0,0.0,21.0,3.0,18.0,20.0,15.0,1.0
1037597,0,56.0,312.0,2.0,4.0,20.0,1.0,5.0,71.0,19.0,7.0,15.0,15.0,1.0,2.0,12.0,11.0,0.0,0.0,1.0,0.7536231884057971,0.0,0.0,0.0,414.0,0.0,19.0,2.0,28.0,20.0,9.0,4.0,POR,14,2019,LAFC,64.0,289.0,3.0,5.0,29.0,2.0,7.0,80.0,33.0,3.0,15.0,11.0,1.0,3.0,11.0,9.0,0.0,0.0,2.0,0.7768817204301075,0.0,0.0,0.0,372.0,0.0,16.0,5.0,13.0,22.0,14.0,2.0
1037597,1,64.0,289.0,3.0,5.0,29.0,2.0,7.0,80.0,33.0,3.0,15.0,11.0,1.0,3.0,11.0,9.0,0.0,0.0,2.0,0.7768817204301075,0.0,0.0,0.0,372.0,0.0,16.0,5.0,13.0,22.0,14.0,2.0,LAFC,14,2019,POR,56.0,312.0,2.0,4.0,20.0,1.0,5.0,71.0,19.0,7.0,15.0,15.0,1.0,2.0,12.0,11.0,0.0,0.0,1.0,0.7536231884057971,0.0,0.0,0.0,414.0,0.0,19.0,2.0,28.0,20.0,9.0,4.0
1038074,1,42.0,346.0,0.0,5.0,5.0,1.0,3.0,55.0,12.0,4.0,5.0,11.0,0.0,0.0,6.0,10.0,0.0,0.0,3.0,0.8046511627906977,0.0,0.0,0.0,430.0,0.0,16.0,5.0,20.0,13.0,12.0,1.0,VAN,2,2019,RSL,84.0,371.0,0.0,8.0,13.0,0.0,7.0,64.0,19.0,6.0,11.0,43.0,0.0,1.0,9.0,13.0,0.0,0.0,4.0,0.8207964601769911,1.0,0.0,0.0,452.0,0.0,18.0,5.0,16.0,23.0,9.0,1.0
1038074,0,84.0,371.0,0.0,8.0,13.0,0.0,7.0,64.0,19.0,6.0,11.0,43.0,0.0,1.0,9.0,13.0,0.0,0.0,4.0,0.8207964601769911,1.0,0.0,0.0,452.0,0.0,18.0,5.0,16.0,23.0,9.0,1.0,RSL,2,2019,VAN,42.0,346.0,0.0,5.0,5.0,1.0,3.0,55.0,12.0,4.0,5.0,11.0,0.0,0.0,6.0,10.0,0.0,0.0,3.0,0.8046511627906977,0.0,0.0,0.0,430.0,0.0,16.0,5.0,20.0,13.0,12.0,1.0
1039868,1,25.0,278.0,0.0,1.0,1.0,1.0,2.0,53.0,14.0,6.0,8.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,0.8152492668621701,0.0,0.0,0.0,341.0,0.0,11.0,2.0,18.0,12.0,6.0,5.0,LA,2,2019,DAL,97.0,567.0,1.0,4.0,18.0,0.0,3.0,57.0,21.0,2.0,11.0,48.0,0.0,2.0,12.0,10.0,0.0,0.0,9.0,0.8818040435458787,1.0,0.0,0.0,643.0,0.0,12.0,1.0,23.0,24.0,13.0,2.0
1039868,0,97.0,567.0,1.0,4.0,18.0,0.0,3.0,57.0,21.0,2.0,11.0,48.0,0.0,2.0,12.0,10.0,0.0,0.0,9.0,0.8818040435458787,1.0,0.0,0.0,643.0,0.0,12.0,1.0,23.0,24.0,13.0,2.0,DAL,2,2019,LA,25.0,278.0,0.0,1.0,1.0,1.0,2.0,53.0,14.0,6.0,8.0,3.0,0.0,0.0,9.0,9.0,0.0,0.0,3.0,0.8152492668621701,0.0,0.0,0.0,341.0,0.0,11.0,2.0,18.0,12.0,6.0,5.0
1039869,1,36.0,428.0,1.0,0.0,8.0,0.0,3.0,50.0,23.0,4.0,6.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,5.0,0.8663967611336032,0.0,0.0,0.0,494.0,0.0,7.0,4.0,14.0,11.0,12.0,2.0,MTL,2,2019,HOU,52.0,395.0,2.0,2.0,18.0,1.0,3.0,49.0,11.0,2.0,5.0,6.0,0.0,2.0,4.0,10.0,0.0,0.0,6.0,0.854978354978355,0.0,0.0,0.0,462.0,0.0,14.0,0.0,14.0,13.0,13.0,2.0
1039869,0,52.0,395.0,2.0,2.0,18.0,1.0,3.0,49.0,11.0,2.0,5.0,6.0,0.0,2.0,4.0,10.0,0.0,0.0,6.0,0.854978354978355,0.0,0.0,0.0,462.0,0.0,14.0,0.0,14.0,13.0,13.0,2.0,HOU,2,2019,MTL,36.0,428.0,1.0,0.0,8.0,0.0,3.0,50.0,23.0,4.0,6.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,5.0,0.8663967611336032,0.0,0.0,0.0,494.0,0.0,7.0,4.0,14.0,11.0,12.0,2.0
1039870,0,31.0,436.0,0.0,4.0,4.0,1.0,2.0,67.0,11.0,7.0,7.0,2.0,0.0,0.0,10.0,11.0,1.0,0.0,3.0,0.8384615384615385,0.0,0.0,0.0,520.0,0.0,13.0,4.0,16.0,14.0,11.0,2.0,SJ,2,2019,MIN,92.0,312.0,1.0,3.0,16.0,2.0,2.0,62.0,33.0,1.0,14.0,49.0,0.0,3.0,15.0,10.0,0.0,1.0,3.0,0.7741935483870968,0.0,0.0,0.0,403.0,0.0,12.0,4.0,19.0,20.0,11.0,1.0
1039870,1,92.0,312.0,1.0,3.0,16.0,2.0,2.0,62.0,33.0,1.0,14.0,49.0,0.0,3.0,15.0,10.0,0.0,1.0,3.0,0.7741935483870968,0.0,0.0,0.0,403.0,0.0,12.0,4.0,19.0,20.0,11.0,1.0,MIN,2,2019,SJ,31.0,436.0,0.0,4.0,4.0,1.0,2.0,67.0,11.0,7.0,7.0,2.0,0.0,0.0,10.0,11.0,1.0,0.0,3.0,0.8384615384615385,0.0,0.0,0.0,520.0,0.0,13.0,4.0,16.0,14.0,11.0,2.0
1039871,0,81.0,518.0,0.0,2.0,13.0,2.0,4.0,58.0,13.0,4.0,7.0,42.0,0.0,2.0,6.0,9.0,0.0,0.0,7.0,0.8720538720538721,0.0,0.0,0.0,594.0,0.0,13.0,3.0,19.0,16.0,17.0,5.0,SEA,2,2019,COL,32.0,282.0,0.0,4.0,4.0,0.0,3.0,53.0,21.0,6.0,5.0,2.0,0.0,0.0,11.0,10.0,0.0,0.0,4.0,0.831858407079646,0.0,0.0,0.0,339.0,0.0,15.0,1.0,18.0,13.0,13.0,2.0
1039871,1,32.0,282.0,0.0,4.0,4.0,0.0,3.0,53.0,21.0,6.0,5.0,2.0,0.0,0.0,11.0,10.0,0.0,0.0,4.0,0.831858407079646,0.0,0.0,0.0,339.0,0.0,15.0,1.0,18.0,13.0,13.0,2.0,COL,2,2019,SEA,81.0,518.0,0.0,2.0,13.0,2.0,4.0,58.0,13.0,4.0,7.0,42.0,0.0,2.0,6.0,9.0,0.0,0.0,7.0,0.8720538720538721,0.0,0.0,0.0,594.0,0.0,13.0,3.0,19.0,16.0,17.0,5.0
1039872,1,38.0,330.0,1.0,3.0,11.0,1.0,5.0,64.0,10.0,2.0,11.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,0.7819905213270142,0.0,0.0,0.0,422.0,1.0,12.0,3.0,24.0,15.0,11.0,1.0,POR,2,2019,LAFC,83.0,566.0,4.0,8.0,40.0,4.0,4.0,76.0,16.0,2.0,10.0,12.0,0.0,4.0,10.0,15.0,0.0,0.0,9.0,0.881619937694704,0.0,0.0,0.0,642.0,0.0,18.0,1.0,19.0,27.0,13.0,2.0
1039872,0,83.0,566.0,4.0,8.0,40.0,4.0,4.0,76.0,16.0,2.0,10.0,12.0,0.0,4.0,10.0,15.0,0.0,0.0,9.0,0.881619937694704,0.0,0.0,0.0,642.0,0.0,18.0,1.0,19.0,27.0,13.0,2.0,LAFC,2,2019,POR,38.0,330.0,1.0,3.0,11.0,1.0,5.0,64.0,10.0,2.0,11.0,2.0,0.0,1.0,9.0,9.0,0.0,0.0,1.0,0.7819905213270142,0.0,0.0,0.0,422.0,1.0,12.0,3.0,24.0,15.0,11.0,1.0
1039873,1,79.0,363.0,4.0,5.0,37.0,3.0,8.0,60.0,26.0,3.0,14.0,15.0,0.0,4.0,7.0,7.0,0.0,0.0,3.0,0.8030973451327433,1.0,0.0,0.0,452.0,0.0,10.0,10.0,13.0,22.0,16.0,1.0,SEA,3,2019,CHI,44.0,405.0,2.0,6.0,23.0,2.0,2.0,62.0,11.0,7.0,7.0,-4.0,0.0,2.0,12.0,14.0,0.0,0.0,4.0,0.84375,0.0,0.0,0.0,480.0,0.0,25.0,3.0,19.0,17.0,10.0,2.0
1039873,0,44.0,405.0,2.0,6.0,23.0,2.0,2.0,62.0,11.0,7.0,7.0,-4.0,0.0,2.0,12.0,14.0,0.0,0.0,4.0,0.84375,0.0,0.0,0.0,480.0,0.0,25.0,3.0,19.0,17.0,10.0,2.0,CHI,3,2019,SEA,79.0,363.0,4.0,5.0,37.0,3.0,8.0,60.0,26.0,3.0,14.0,15.0,0.0,4.0,7.0,7.0,0.0,0.0,3.0,0.8030973451327433,1.0,0.0,0.0,452.0,0.0,10.0,10.0,13.0,22.0,16.0,1.0
1039874,1,50.0,543.0,0.0,1.0,1.0,1.0,2.0,71.0,11.0,2.0,11.0,17.0,0.0,0.0,11.0,6.0,0.0,0.0,8.0,0.8591772151898734,0.0,0.0,0.0,632.0,0.0,8.0,2.0,23.0,20.0,9.0,1.0,DAL,3,2019,CLB,85.0,449.0,1.0,0.0,9.0,0.0,2.0,63.0,20.0,2.0,10.0,47.0,0.0,1.0,12.0,8.0,0.0,0.0,5.0,0.8536121673003803,0.0,0.0,0.0,526.0,0.0,10.0,2.0,18.0,15.0,10.0,1.0
1039874,0,85.0,449.0,1.0,0.0,9.0,0.0,2.0,63.0,20.0,2.0,10.0,47.0,0.0,1.0,12.0,8.0,0.0,0.0,5.0,0.8536121673003803,0.0,0.0,0.0,526.0,0.0,10.0,2.0,18.0,15.0,10.0,1.0,CLB,3,2019,DAL,50.0,543.0,0.0,1.0,1.0,1.0,2.0,71.0,11.0,2.0,11.0,17.0,0.0,0.0,11.0,6.0,0.0,0.0,8.0,0.8591772151898734,0.0,0.0,0.0,632.0,0.0,8.0,2.0,23.0,20.0,9.0,1.0
1039875,1,24.0,343.0,0.0,1.0,1.0,1.0,6.0,47.0,17.0,0.0,8.0,-2.0,1.0,0.0,10.0,4.0,0.0,0.0,3.0,0.8051643192488263,0.0,0.0,0.0,426.0,2.0,4.0,2.0,20.0,12.0,11.0,2.0,RSL,3,2019,DC,117.0,482.0,5.0,10.0,50.0,4.0,0.0,58.0,13.0,4.0,6.0,39.0,0.0,5.0,10.0,12.0,0.0,0.0,6.0,0.8669064748201439,1.0,0.0,0.0,556.0,0.0,22.0,2.0,13.0,22.0,13.0,3.0
1039875,0,117.0,482.0,5.0,10.0,50.0,4.0,0.0,58.0,13.0,4.0,6.0,39.0,0.0,5.0,10.0,12.0,0.0,0.0,6.0,0.8669064748201439,1.0,0.0,0.0,556.0,0.0,22.0,2.0,13.0,22.0,13.0,3.0,DC,3,2019,RSL,24.0,343.0,0.0,1.0,1.0,1.0,6.0,47.0,17.0,0.0,8.0,-2.0,1.0,0.0,10.0,4.0,0.0,0.0,3.0,0.8051643192488263,0.0,0.0,0.0,426.0,2.0,4.0,2.0,20.0,12.0,11.0,2.0
1039876,1,43.0,324.0,0.0,5.0,15.0,0.0,4.0,45.0,24.0,6.0,7.0,2.0,1.0,2.0,10.0,4.0,0.0,0.0,3.0,0.8059701492537313,1.0,0.0,0.0,402.0,0.0,7.0,3.0,15.0,15.0,17.0,1.0,VAN,3,2019,HOU,66.0,429.0,3.0,11.0,35.0,3.0,1.0,58.0,13.0,6.0,7.0,4.0,0.0,3.0,12.0,18.0,0.0,0.0,5.0,0.8545816733067729,1.0,0.0,0.0,502.0,0.0,21.0,1.0,14.0,23.0,13.0,3.0
1039876,0,66.0,429.0,3.0,11.0,35.0,3.0,1.0,58.0,13.0,6.0,7.0,4.0,0.0,3.0,12.0,18.0,0.0,0.0,5.0,0.8545816733067729,1.0,0.0,0.0,502.0,0.0,21.0,1.0,14.0,23.0,13.0,3.0,HOU,3,2019,VAN,43.0,324.0,0.0,5.0,15.0,0.0,4.0,45.0,24.0,6.0,7.0,2.0,1.0,2.0,10.0,4.0,0.0,0.0,3.0,0.8059701492537313,1.0,0.0,0.0,402.0,0.0,7.0,3.0,15.0,15.0,17.0,1.0
1039877,1,52.0,268.0,1.0,4.0,17.0,0.0,4.0,56.0,24.0,5.0,15.0,10.0,0.0,2.0,9.0,9.0,0.0,0.0,2.0,0.7528089887640449,0.0,0.0,0.0,356.0,0.0,15.0,4.0,19.0,21.0,9.0,2.0,MIN,3,2019,LA,65.0,499.0,3.0,6.0,30.0,1.0,1.0,56.0,25.0,10.0,8.0,4.0,1.0,3.0,11.0,15.0,0.0,0.0,8.0,0.8678260869565217,1.0,0.0,0.0,575.0,0.0,20.0,2.0,10.0,22.0,13.0,1.0
1039877,0,65.0,499.0,3.0,6.0,30.0,1.0,1.0,56.0,25.0,10.0,8.0,4.0,1.0,3.0,11.0,15.0,0.0,0.0,8.0,0.8678260869565217,1.0,0.0,0.0,575.0,0.0,20.0,2.0,10.0,22.0,13.0,1.0,LA,3,2019,MIN,52.0,268.0,1.0,4.0,17.0,0.0,4.0,56.0,24.0,5.0,15.0,10.0,0.0,2.0,9.0,9.0,0.0,0.0,2.0,0.7528089887640449,0.0,0.0,0.0,356.0,0.0,15.0,4.0,19.0,21.0,9.0,2.0
1039878,0,46.0,324.0,2.0,6.0,17.0,5.0,5.0,69.0,17.0,2.0,12.0,7.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.7695961995249406,0.0,0.0,0.0,421.0,0.0,9.0,8.0,13.0,19.0,12.0,4.0,ORL,3,2019,MTL,75.0,364.0,2.0,10.0,31.0,3.0,1.0,70.0,13.0,5.0,6.0,17.0,0.0,3.0,6.0,17.0,0.0,0.0,4.0,0.8088888888888889,0.0,0.0,0.0,450.0,1.0,19.0,1.0,15.0,20.0,17.0,2.0
1039878,1,75.0,364.0,2.0,10.0,31.0,3.0,1.0,70.0,13.0,5.0,6.0,17.0,0.0,3.0,6.0,17.0,0.0,0.0,4.0,0.8088888888888889,0.0,0.0,0.0,450.0,1.0,19.0,1.0,15.0,20.0,17.0,2.0,MTL,3,2019,ORL,46.0,324.0,2.0,6.0,17.0,5.0,5.0,69.0,17.0,2.0,12.0,7.0,1.0,1.0,10.0,8.0,0.0,0.0,1.0,0.7695961995249406,0.0,0.0,0.0,421.0,0.0,9.0,8.0,13.0,19.0,12.0,4.0
1039879,1,46.0,177.0,1.0,2.0,10.0,1.0,2.0,73.0,19.0,1.0,11.0,14.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.6629213483146067,0.0,0.0,0.0,267.0,0.0,11.0,1.0,24.0,13.0,9.0,2.0,PHI,3,2019,ATL,66.0,580.0,2.0,5.0,16.0,2.0,2.0,70.0,7.0,3.0,8.0,15.0,0.0,1.0,9.0,10.0,0.0,0.0,12.0,0.866965620328849,0.0,0.0,0.0,669.0,0.0,12.0,1.0,10.0,25.0,9.0,1.0
1039879,0,66.0,580.0,2.0,5.0,16.0,2.0,2.0,70.0,7.0,3.0,8.0,15.0,0.0,1.0,9.0,10.0,0.0,0.0,12.0,0.866965620328849,0.0,0.0,0.0,669.0,0.0,12.0,1.0,10.0,25.0,9.0,1.0,ATL,3,2019,PHI,46.0,177.0,1.0,2.0,10.0,1.0,2.0,73.0,19.0,1.0,11.0,14.0,0.0,1.0,11.0,8.0,0.0,0.0,0.0,0.6629213483146067,0.0,0.0,0.0,267.0,0.0,11.0,1.0,24.0,13.0,9.0,2.0
1039880,1,47.0,440.0,0.0,3.0,8.0,2.0,4.0,62.0,16.0,7.0,7.0,11.0,1.0,1.0,2.0,5.0,0.0,0.0,5.0,0.8163265306122449,0.0,0.0,0.0,539.0,0.0,9.0,1.0,15.0,15.0,16.0,4.0,SKC,3,2019,COL,39.0,252.0,0.0,2.0,7.0,1.0,0.0,61.0,12.0,4.0,7.0,9.0,0.0,1.0,4.0,9.0,0.0,0.0,1.0,0.7753846153846153,0.0,0.0,0.0,325.0,1.0,13.0,2.0,15.0,10.0,9.0,3.0
1039880,0,39.0,252.0,0.0,2.0,7.0,1.0,0.0,61.0,12.0,4.0,7.0,9.0,0.0,1.0,4.0,9.0,0.0,0.0,1.0,0.7753846153846153,0.0,0.0,0.0,325.0,1.0,13.0,2.0,15.0,10.0,9.0,3.0,COL,3,2019,SKC,47.0,440.0,0.0,3.0,8.0,2.0,4.0,62.0,16.0,7.0,7.0,11.0,1.0,1.0,2.0,5.0,0.0,0.0,5.0,0.8163265306122449,0.0,0.0,0.0,539.0,0.0,9.0,1.0,15.0,15.0,16.0,4.0
1039881,0,56.0,392.0,3.0,6.0,25.0,2.0,7.0,80.0,18.0,6.0,13.0,9.0,0.0,2.0,12.0,12.0,0.0,0.0,3.0,0.7887323943661971,0.0,0.0,0.0,497.0,0.0,16.0,2.0,24.0,22.0,12.0,5.0,NYC,3,2019,LAFC,53.0,224.0,1.0,7.0,20.0,2.0,6.0,81.0,22.0,3.0,17.0,13.0,0.0,2.0,19.0,10.0,0.0,0.0,0.0,0.6956521739130435,1.0,0.0,0.0,322.0,0.0,18.0,4.0,23.0,24.0,19.0,3.0
1039881,1,53.0,224.0,1.0,7.0,20.0,2.0,6.0,81.0,22.0,3.0,17.0,13.0,0.0,2.0,19.0,10.0,0.0,0.0,0.0,0.6956521739130435,1.0,0.0,0.0,322.0,0.0,18.0,4.0,23.0,24.0,19.0,3.0,LAFC,3,2019,NYC,56.0,392.0,3.0,6.0,25.0,2.0,7.0,80.0,18.0,6.0,13.0,9.0,0.0,2.0,12.0,12.0,0.0,0.0,3.0,0.7887323943661971,0.0,0.0,0.0,497.0,0.0,16.0,2.0,24.0,22.0,12.0,5.0
1039882,0,60.0,405.0,0.0,7.0,18.0,4.0,5.0,62.0,24.0,2.0,13.0,15.0,0.0,2.0,7.0,12.0,0.0,0.0,4.0,0.8316221765913757,0.0,0.0,0.0,487.0,0.0,15.0,3.0,23.0,24.0,16.0,2.0,DAL,4,2019,COL,41.0,357.0,0.0,3.0,9.0,1.0,3.0,59.0,17.0,6.0,10.0,6.0,0.0,1.0,13.0,9.0,0.0,0.0,3.0,0.8341121495327103,0.0,0.0,0.0,428.0,0.0,12.0,4.0,16.0,16.0,10.0,1.0
1039882,1,41.0,357.0,0.0,3.0,9.0,1.0,3.0,59.0,17.0,6.0,10.0,6.0,0.0,1.0,13.0,9.0,0.0,0.0,3.0,0.8341121495327103,0.0,0.0,0.0,428.0,0.0,12.0,4.0,16.0,16.0,10.0,1.0,COL,4,2019,DAL,60.0,405.0,0.0,7.0,18.0,4.0,5.0,62.0,24.0,2.0,13.0,15.0,0.0,2.0,7.0,12.0,0.0,0.0,4.0,0.8316221765913757,0.0,0.0,0.0,487.0,0.0,15.0,3.0,23.0,24.0,16.0,2.0
1039883,1,38.0,208.0,0.0,4.0,9.0,0.0,6.0,54.0,22.0,1.0,12.0,9.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.7003367003367004,1.0,0.0,0.0,297.0,1.0,3.0,5.0,24.0,16.0,18.0,5.0,RSL,4,2019,LAFC,64.0,520.0,1.0,8.0,22.0,0.0,1.0,61.0,8.0,7.0,5.0,12.0,0.0,2.0,6.0,15.0,0.0,0.0,7.0,0.8710217755443886,0.0,0.0,0.0,597.0,0.0,19.0,0.0,15.0,20.0,16.0,2.0
1039883,0,64.0,520.0,1.0,8.0,22.0,0.0,1.0,61.0,8.0,7.0,5.0,12.0,0.0,2.0,6.0,15.0,0.0,0.0,7.0,0.8710217755443886,0.0,0.0,0.0,597.0,0.0,19.0,0.0,15.0,20.0,16.0,2.0,LAFC,4,2019,RSL,38.0,208.0,0.0,4.0,9.0,0.0,6.0,54.0,22.0,1.0,12.0,9.0,0.0,1.0,16.0,1.0,0.0,0.0,0.0,0.7003367003367004,1.0,0.0,0.0,297.0,1.0,3.0,5.0,24.0,16.0,18.0,5.0
1039884,0,34.0,344.0,0.0,2.0,2.0,0.0,0.0,72.0,12.0,2.0,9.0,9.0,0.0,0.0,8.0,11.0,0.0,0.0,1.0,0.7610619469026548,0.0,0.0,0.0,452.0,0.0,17.0,2.0,22.0,12.0,13.0,2.0,NE,4,2019,CIN,99.0,310.0,3.0,4.0,23.0,2.0,8.0,75.0,44.0,3.0,19.0,52.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.748792270531401,0.0,0.0,0.0,414.0,0.0,12.0,2.0,27.0,23.0,13.0,1.0
1039884,1,99.0,310.0,3.0,4.0,23.0,2.0,8.0,75.0,44.0,3.0,19.0,52.0,0.0,2.0,11.0,8.0,0.0,0.0,0.0,0.748792270531401,0.0,0.0,0.0,414.0,0.0,12.0,2.0,27.0,23.0,13.0,1.0,CIN,4,2019,NE,34.0,344.0,0.0,2.0,2.0,0.0,0.0,72.0,12.0,2.0,9.0,9.0,0.0,0.0,8.0,11.0,0.0,0.0,1.0,0.7610619469026548,0.0,0.0,0.0,452.0,0.0,17.0,2.0,22.0,12.0,13.0,2.0
1039885,1,100.0,204.0,2.0,2.0,13.0,2.0,4.0,72.0,43.0,3.0,17.0,65.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,357.0,0.0,6.0,3.0,21.0,19.0,3.0,3.0,ORL,4,2019,NY,48.0,265.0,0.0,5.0,5.0,2.0,4.0,78.0,20.0,5.0,15.0,22.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.6279620853080569,0.0,0.0,0.0,422.0,0.0,9.0,1.0,22.0,20.0,14.0,2.0
1039885,0,48.0,265.0,0.0,5.0,5.0,2.0,4.0,78.0,20.0,5.0,15.0,22.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.6279620853080569,0.0,0.0,0.0,422.0,0.0,9.0,1.0,22.0,20.0,14.0,2.0,NY,4,2019,ORL,100.0,204.0,2.0,2.0,13.0,2.0,4.0,72.0,43.0,3.0,17.0,65.0,0.0,1.0,11.0,6.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,357.0,0.0,6.0,3.0,21.0,19.0,3.0,3.0
1039886,1,100.0,414.0,3.0,1.0,25.0,1.0,2.0,87.0,17.0,0.0,12.0,47.0,0.0,3.0,14.0,8.0,0.0,0.0,2.0,0.8149606299212598,0.0,0.0,0.0,508.0,0.0,9.0,3.0,22.0,15.0,11.0,0.0,PHI,4,2019,CLB,49.0,504.0,1.0,1.0,14.0,1.0,1.0,74.0,12.0,4.0,6.0,4.0,0.0,3.0,9.0,5.0,0.0,0.0,6.0,0.835820895522388,0.0,0.0,0.0,603.0,0.0,8.0,2.0,17.0,13.0,10.0,1.0
1039886,1,49.0,504.0,1.0,1.0,14.0,1.0,1.0,74.0,12.0,4.0,6.0,4.0,0.0,3.0,9.0,5.0,0.0,0.0,6.0,0.835820895522388,0.0,0.0,0.0,603.0,0.0,8.0,2.0,17.0,13.0,10.0,1.0,CLB,4,2019,PHI,100.0,414.0,3.0,1.0,25.0,1.0,2.0,87.0,17.0,0.0,12.0,47.0,0.0,3.0,14.0,8.0,0.0,0.0,2.0,0.8149606299212598,0.0,0.0,0.0,508.0,0.0,9.0,3.0,22.0,15.0,11.0,0.0
1039887,0,112.0,494.0,4.0,9.0,41.0,3.0,0.0,63.0,8.0,1.0,8.0,39.0,0.0,4.0,9.0,13.0,0.0,0.0,7.0,0.8666666666666667,1.0,0.0,0.0,570.0,0.0,16.0,3.0,18.0,24.0,6.0,0.0,TOR,5,2019,NYC,22.0,433.0,0.0,1.0,1.0,1.0,3.0,55.0,15.0,2.0,5.0,-7.0,0.0,0.0,14.0,5.0,0.0,0.0,6.0,0.8375241779497099,0.0,0.0,0.0,517.0,0.0,7.0,5.0,16.0,12.0,5.0,1.0
1039887,1,22.0,433.0,0.0,1.0,1.0,1.0,3.0,55.0,15.0,2.0,5.0,-7.0,0.0,0.0,14.0,5.0,0.0,0.0,6.0,0.8375241779497099,0.0,0.0,0.0,517.0,0.0,7.0,5.0,16.0,12.0,5.0,1.0,NYC,5,2019,TOR,112.0,494.0,4.0,9.0,41.0,3.0,0.0,63.0,8.0,1.0,8.0,39.0,0.0,4.0,9.0,13.0,0.0,0.0,7.0,0.8666666666666667,1.0,0.0,0.0,570.0,0.0,16.0,3.0,18.0,24.0,6.0,0.0
1039888,1,50.0,397.0,0.0,2.0,2.0,1.0,2.0,83.0,25.0,2.0,17.0,23.0,1.0,0.0,8.0,4.0,1.0,0.0,0.0,0.7365491651205937,0.0,0.0,0.0,539.0,0.0,7.0,4.0,18.0,19.0,17.0,0.0,NY,5,2019,CHI,72.0,182.0,0.0,4.0,4.0,2.0,3.0,74.0,30.0,2.0,14.0,45.0,0.0,1.0,19.0,9.0,0.0,0.0,0.0,0.5967213114754099,0.0,0.0,0.0,305.0,0.0,11.0,1.0,15.0,18.0,11.0,1.0
