index,cost,event id,home,player name,round,season,DGW,opp last 5 gf,opp last 5 ga,opp last 3 h adj gf,opp last 3 h adj ga,team id,last 3 adjusted points avg,last 5 adjusted points avg,last 5 adjusted points max,last 5 adjusted points min,last 5 adjusted points std dev,last 3 h adj adjusted points avg,last 5 att bps avg,last 5 def bps avg,last 5 pas bps avg,opp last 8 adjusted points conceded by cluster,opp last 5 adjusted points conceded by position,opp last 8 adjusted points conceded by position,position id_1.0,position id_2.0,position id_3.0,position id_4.0,opponent_ATL,opponent_CHI,opponent_CLB,opponent_COL,opponent_DAL,opponent_DC,opponent_HOU,opponent_LA,opponent_LAFC,opponent_MIN,opponent_MTL,opponent_NE,opponent_NY,opponent_NYC,opponent_ORL,opponent_PHI,opponent_POR,opponent_RSL,opponent_SEA,opponent_SJ,opponent_SKC,opponent_TOR,opponent_VAN,cluster_0.0,cluster_3.0,cluster_4.0,cluster_5.0,cluster_6.0,cluster_7.0,cluster_8.0,cluster_9.0,cluster_10.0,cluster_11.0,cluster_12.0,cluster_13.0,cluster_14.0,cluster_15.0,cluster_16.0,cluster_17.0,cluster_18.0,cluster_19.0,cluster_20.0,cluster_21.0,cluster_22.0,cluster_23.0,cluster_24.0,cluster_25.0,loo avg points season,loo avg points
16693,8.6,968586.0,0.0,Eduard Atuesta,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,6.0,5.4,6.0,4.0,0.8944271909999177,3.6666666666666665,0.2,1.6,1.2,5.625,3.4,3.125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.133333333333334,5.133333333333334
16694,5.0,968586.0,0.0,Latif Blessing,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,3.0,6.2,15.0,2.0,5.263078946776308,5.333333333333333,1.4,0.6,0.0,5.75,3.4,3.625,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.8,5.526315789473684
16698,4.0,968586.0,0.0,Tristan Blackmon,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,2.0,2.4,4.0,1.0,1.51657508881031,2.3333333333333335,0.0,1.4,0.2,2.4285714285714284,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4
16700,5.4,968586.0,0.0,Joao Moutinho,31.0,2018.0,0,1.4,0.8,1.6666666666666667,0.6666666666666666,11690,4.333333333333333,4.6,11.0,0.0,4.6690470119715,2.6666666666666665,0.2,1.0,0.2,5.25,2.2,2.125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5454545454545454,3.5454545454545454
16702,4.5,968587.0,1.0,Ricardo Clark,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,3.0,2.8,4.0,2.0,0.836660026534076,4.666666666666667,0.0,0.4,0.4,5.25,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.25,4.0
16703,7.0,968587.0,1.0,Federico Higuain,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,6.666666666666667,5.0,14.0,2.0,5.099019513592781,6.333333333333333,1.0,0.0,0.0,6.125,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.816326530612245,6.391304347826087
16704,9.5,968587.0,1.0,Harrison Afful,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,7.333333333333333,6.2,9.0,4.0,2.167948338867883,8.666666666666666,0.4,1.0,0.8,5.75,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,5.586206896551724
16705,5.8,968587.0,1.0,Mike Grella,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,3.3333333333333335,3.2,4.0,2.0,0.8366600265340753,3.3333333333333335,0.2,0.2,0.2,3.625,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5555555555555554,3.2
16706,6.5,968587.0,1.0,Gaston Sauro,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,5.666666666666667,4.75,9.0,1.0,3.8622100754188224,5.5,0.0,1.0,1.0,2.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,4.75
16707,9.0,968587.0,1.0,Jonathan Mensah,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,5.333333333333333,6.2,10.0,3.0,3.2710854467592254,5.0,0.0,1.8,0.8,6.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.617021276595745,5.6521739130434785
16708,4.5,968587.0,1.0,Jon Kempin,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.333333333333333,3.6,6.0,2.0,1.5165750888103093,4.0,0.0,2.0,0.0,3.75,2.8,2.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.909090909090909,3.6
16709,9.0,968587.0,1.0,Pedro Santos,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,5.333333333333333,6.2,11.0,3.0,3.1144823004794886,7.0,2.6,0.2,0.0,4.75,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.96969696969697,5.24
16710,6.0,968587.0,1.0,Justin Meram,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,6.666666666666667,4.6,10.0,1.0,3.7815340802378077,6.666666666666667,0.8,0.0,0.2,4.75,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.898305084745763,3.892857142857143
16711,4.6,968587.0,1.0,Josh Williams,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.666666666666667,3.4,6.0,1.0,2.0736441353327706,2.6666666666666665,0.0,0.2,1.0,5.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.891891891891892,4.125
16712,4.0,968587.0,1.0,Hector Jimenez,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,0.6666666666666666,0.8,2.0,0.0,0.8366600265340688,5.0,0.0,0.0,0.0,3.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,3.125
16713,5.0,968587.0,1.0,Mohammed Abu,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,1.6666666666666667,3.0,7.0,1.0,2.4494897427831797,3.6666666666666665,0.2,0.8,0.8,3.625,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.6,4.754701806483544
16714,4.4,968587.0,1.0,Patrick Mullins,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,5.666666666666667,4.0,10.0,1.0,3.535533905932738,8.666666666666666,0.4,0.2,0.0,4.166666666666667,4.2,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9444444444444446,4.0
16715,8.0,968587.0,1.0,Wil Trapp,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,3.0,4.0,7.0,1.0,2.1213203435596446,4.666666666666667,0.0,0.4,1.2,5.125,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.95,4.769230769230769
16716,7.6,968587.0,1.0,Gyasi Zardes,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.0,4.2,7.0,2.0,2.5884358211089595,5.333333333333333,0.2,0.0,0.0,6.625,4.2,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.519230769230769,5.366666666666666
16718,7.0,968587.0,1.0,Zack Steffen,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.0,3.8,8.0,1.0,2.5884358211089573,5.333333333333333,0.0,1.0,0.0,3.75,2.8,2.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,4.769230769230769
16720,8.0,968587.0,1.0,Milton Valenzuela,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,6.333333333333333,5.2,10.0,3.0,2.774887385102322,5.333333333333333,0.8,0.6,0.4,5.75,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16,5.16
16721,5.0,968587.0,1.0,Cristian Martinez,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,3.6666666666666665,3.0,4.0,2.0,0.9999999999999997,3.0,0.8,0.0,0.0,4.375,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3636363636363638,3.5
16722,6.8,968587.0,1.0,Artur de Lima Junior,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.0,4.0,6.0,3.0,1.2247448713915867,5.0,0.2,0.4,0.6,7.5,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.520833333333333,4.392857142857143
16723,4.5,968587.0,1.0,Alex Crognale,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.0,4.4,7.0,2.0,2.4083189157584592,5.666666666666667,0.0,1.2,0.0,2.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,7.0
16725,6.2,968587.0,1.0,Lalas Abubakar,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,4.333333333333333,3.6,7.0,1.0,2.1908902300206616,4.333333333333333,0.0,0.8,0.8,5.0,4.0,3.875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888888888888889,5.714285714285714
16726,6.5,968587.0,1.0,Niko Hansen,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,6.333333333333333,4.6,12.0,1.0,4.39317652729776,5.0,0.0,0.0,0.0,4.375,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.466666666666667,3.5
16728,4.0,968587.0,1.0,Luis Argudo,31.0,2018.0,0,1.6,1.2,1.6666666666666667,0.6666666666666666,454,1.6666666666666667,2.4,5.0,1.0,1.6733200530681511,4.333333333333333,0.4,0.2,0.2,4.375,3.6,4.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857142857142857,2.857142857142857
16732,5.0,968589.0,0.0,Francois Affolter,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.0,2.0,3.0,1.0,1.0000000000000004,2.3333333333333335,0.0,1.2,0.0,4.25,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6666666666666665,2.1666666666666665
16733,5.8,968589.0,0.0,Jahmir Hyka,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.3333333333333335,3.8,7.0,2.0,2.1679483388678804,4.0,0.4,0.2,0.2,5.625,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2444444444444445,3.4545454545454546
16734,4.0,968589.0,0.0,Dominic Oduro,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.3333333333333335,2.2,3.0,2.0,0.4472135954999576,2.0,0.0,0.2,0.0,3.0,4.0,3.125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.823529411764706,4.754701806483544
16735,6.2,968589.0,0.0,Chris Wondolowski,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.3333333333333335,4.0,11.0,2.0,3.937003937005906,1.6666666666666667,0.4,0.0,0.0,3.75,4.0,3.125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.090909090909091,4.0
16736,6.0,968589.0,0.0,Simon Dawkins,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.6666666666666665,3.4,4.0,2.0,0.8944271909999159,3.0,0.0,0.4,0.4,4.0,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.4285714285714284,4.754701806483544
16737,4.4,968589.0,0.0,Shea Salinas,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.3333333333333335,3.4,7.0,1.0,2.302172886644268,3.6666666666666665,0.4,1.2,0.0,3.375,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.880952380952381,3.0588235294117645
16738,6.4,968589.0,0.0,Florian Jungwirth,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,4.666666666666667,4.4,7.0,2.0,1.8165902124584885,3.6666666666666665,0.2,1.8,0.6,3.375,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.712121212121212,4.884615384615385
16739,6.0,968589.0,0.0,Danny Hoesen,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,4.666666666666667,3.6,7.0,2.0,2.3021728866442674,2.0,0.6,0.0,0.0,3.75,4.0,3.125,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.392857142857143,5.36
16740,5.2,968589.0,0.0,Guram Kashia,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.6666666666666665,2.8,5.0,1.0,1.4832396974191324,3.6666666666666665,0.0,1.8,0.4,5.0,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1818181818181817,3.1818181818181817
16741,7.7,968589.0,0.0,Magnus Eriksson,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.3333333333333335,4.4,8.0,2.0,2.880972058177586,5.0,0.4,0.2,0.2,7.5,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.037037037037037,5.037037037037037
16742,11.2,968589.0,0.0,Valeri Qazaishvili,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,4.333333333333333,7.8,18.0,2.0,6.340346993658941,4.333333333333333,0.8,0.2,0.2,3.375,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.0,6.0344827586206895
16743,6.5,968589.0,0.0,Harold Cummings,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.0,4.8,10.0,0.0,3.5637059362410923,4.666666666666667,0.0,2.2,0.6,4.25,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9444444444444446,3.9444444444444446
16744,7.0,968589.0,0.0,Anibal Godoy,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.6666666666666665,3.8,6.0,2.0,1.6431676725154998,3.3333333333333335,0.4,0.6,1.2,5.875,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.206896551724138,4.565217391304348
16745,5.5,968589.0,0.0,Fatai Alashe,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.3333333333333335,3.8,5.0,3.0,0.8366600265340749,4.333333333333333,0.0,1.4,0.6,4.0,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.5294117647058822,3.3333333333333335
16746,4.2,968589.0,0.0,Jimmy Ockford,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,1.6666666666666667,2.4,5.0,0.0,2.073644135332772,3.3333333333333335,0.0,1.4,0.0,4.25,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0
16748,4.8,968589.0,0.0,Nick Lima,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,4.666666666666667,3.2,12.0,0.0,4.969909455915671,1.0,0.4,0.6,0.0,4.5,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.784313725490196,3.2333333333333334
16749,5.0,968589.0,0.0,Tommy Thompson,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.0,3.2,4.0,2.0,0.8366600265340762,4.0,0.2,0.4,0.2,4.0,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.388888888888889,2.5
16750,4.0,968589.0,0.0,Joel Qwiberg,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.0,2.8,6.0,1.0,1.9235384061671346,3.6666666666666665,0.0,0.2,0.2,5.0,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8
16752,5.1,968589.0,0.0,Andrew Tarbell,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,2.6666666666666665,2.6,4.0,2.0,0.8944271909999181,3.0,0.0,1.6,0.0,5.25,4.4,5.375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,2.892857142857143
16753,4.9,968589.0,0.0,Luis Felipe,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.6666666666666665,3.6,5.0,1.0,1.6733200530681511,1.3333333333333333,0.0,0.8,0.6,4.0,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3,3.3
16755,5.0,968589.0,0.0,Yeferson Quintana,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,5.0,3.4,7.0,0.0,2.701851217221259,1.6666666666666667,0.0,1.0,0.2,4.25,8.2,5.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,4.2
16757,5.1,968589.0,0.0,Jackson Yueill,31.0,2018.0,0,1.4,1.4,2.0,1.3333333333333333,1131,3.0,3.0,4.0,2.0,0.9999999999999984,3.0,0.0,0.0,0.6,5.875,4.6,4.25,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5714285714285716,3.272727272727273
16763,9.7,968587.0,0.0,Haris Medunjanin,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,8.0,8.2,12.0,6.0,3.03315017762062,8.0,1.8,1.2,0.8,3.75,2.2,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.982758620689655,6.041666666666667
16764,5.5,968587.0,0.0,Jay Simpson,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,5.333333333333333,4.5,13.0,1.0,5.686240703077327,1.6666666666666667,0.25,0.0,0.0,2.875,3.0,4.375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,13.0
16765,5.8,968587.0,0.0,Ilson Pereira,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,6.666666666666667,6.2,14.0,3.0,4.868264577855233,3.0,0.8,0.4,0.2,5.625,2.2,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.9375,5.75
16766,6.7,968587.0,0.0,Alejandro Bedoya,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,2.6666666666666665,3.4,5.0,2.0,1.140175425099143,3.3333333333333335,0.0,0.0,1.0,3.75,2.2,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851851851851852,5.269230769230769
16767,11.1,968587.0,0.0,Borek Dockal,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,5.666666666666667,7.2,14.0,2.0,4.43846820423443,5.333333333333333,1.8,0.2,0.4,4.625,2.2,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,6.64
16768,6.3,968587.0,0.0,C.J. Sapong,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,2.3333333333333335,4.4,11.0,2.0,3.7815340802378064,5.333333333333333,0.4,0.4,0.0,4.0,3.0,4.375,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.928571428571429,3.76
16769,4.0,968587.0,0.0,Warren Creavalle,31.0,2018.0,0,1.4,1.2,1.6666666666666667,0.6666666666666666,5513,3.3333333333333335,4.4,6.0,2.0,1.6733200530681507,4.333333333333333,0.2,1.4,0.6,4.75,2.2,3.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.666666666666667,4.833333333333333
